profile_id,legacy_si_id,RE,CF,TL,CQ,CAP,COP,scenario_key,RE_SC,BM_SC,CP_SC,FL_SC,task_id,year,ATCrate,CarbonPrice,ets_active
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,521,2028,1.24,110.24,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,522,2029,1.27,120.21,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,523,2030,1.3,130.18,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,524,2031,1.36,137.9,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,525,2032,1.42,147.31,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,526,2033,1.48,156.72,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,527,2034,1.54,166.13,1
33,33.0,RE1,CF2,TL1,CQ5,CAP1,COP1,RE1_CF2_TL1_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.3,528,2035,1.6,175.53,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,529,2020,1.0,42.85,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,530,2021,1.03,42.85,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,531,2022,1.06,45.61,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,532,2023,1.09,62.79,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,533,2024,1.12,70.36,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,534,2025,1.15,80.33,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,535,2026,1.18,90.3,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,536,2027,1.21,100.27,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,537,2028,1.24,110.24,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,538,2029,1.27,120.21,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,539,2030,1.3,130.18,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,540,2031,1.36,137.9,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,541,2032,1.42,147.31,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,542,2033,1.48,156.72,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,543,2034,1.54,166.13,1
34,34.0,RE1,CF1,TL1,CQ4,CAP1,COP1,RE1_CF1_TL1_CQ4_CAP1_COP1,BAU,REPO_plus,BAU,0.4,544,2035,1.6,175.53,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,545,2020,1.0,42.85,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,546,2021,1.1,42.85,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,547,2022,1.2,45.61,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,548,2023,1.3,62.79,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,549,2024,1.4,70.36,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,550,2025,1.5,80.33,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,551,2026,1.6,90.3,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,552,2027,1.7,100.27,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,553,2028,1.8,110.24,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,554,2029,1.9,120.21,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,555,2030,2.0,130.18,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,556,2031,2.1,137.9,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,557,2032,2.2,147.31,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,558,2033,2.3,156.72,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,559,2034,2.4,166.13,1
35,35.0,RE1,CF2,TL2,CQ3,CAP1,COP2,RE1_CF2_TL2_CQ3_CAP1_COP2,BAU,REPO,PD,0.3,560,2035,2.5,175.53,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,561,2020,1.0,42.85,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,562,2021,1.1,42.85,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,563,2022,1.2,45.61,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,564,2023,1.3,62.79,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,565,2024,1.4,70.36,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,566,2025,1.5,80.33,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,567,2026,1.6,90.3,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,568,2027,1.7,100.27,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,569,2028,1.8,110.24,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,570,2029,1.9,120.21,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,571,2030,2.0,130.18,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,572,2031,2.1,137.9,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,573,2032,2.2,147.31,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,574,2033,2.3,156.72,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,575,2034,2.4,166.13,1
36,36.0,RE2,CF1,TL2,CQ4,CAP1,COP2,RE2_CF1_TL2_CQ4_CAP1_COP2,H,REPO_plus,PD,0.4,576,2035,2.5,175.53,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,577,2020,1.0,42.85,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,578,2021,1.1,42.85,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,579,2022,1.2,45.61,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,580,2023,1.3,62.79,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,581,2024,1.4,70.36,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,582,2025,1.5,80.33,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,583,2026,1.6,90.3,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,584,2027,1.7,100.27,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,585,2028,1.8,110.24,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,586,2029,1.9,120.21,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,587,2030,2.0,130.18,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,588,2031,2.1,137.9,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,589,2032,2.2,147.31,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,590,2033,2.3,156.72,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,591,2034,2.4,166.13,1
37,37.0,RE1,CF1,TL2,CQ3,CAP1,COP1,RE1_CF1_TL2_CQ3_CAP1_COP1,BAU,REPO,BAU,0.4,592,2035,2.5,175.53,1
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,593,2020,1.0,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,594,2021,1.03,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,595,2022,1.06,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,596,2023,1.09,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,597,2024,1.12,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,598,2025,1.15,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,599,2026,1.18,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,600,2027,1.21,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,601,2028,1.24,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,602,2029,1.27,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,603,2030,1.3,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,604,2031,1.36,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,605,2032,1.42,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,606,2033,1.48,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,607,2034,1.54,0.0,0
38,38.0,RE1,CF1,TL1,CQ1,CAP1,COP1,RE1_CF1_TL1_CQ1_CAP1_COP1,BAU,无配额,BAU,0.4,608,2035,1.6,0.0,0
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,609,2020,1.0,42.85,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,610,2021,1.03,42.85,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,611,2022,1.06,45.61,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,612,2023,1.09,62.79,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,613,2024,1.12,70.36,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,614,2025,1.15,80.33,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,615,2026,1.18,90.3,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,616,2027,1.21,100.27,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,617,2028,1.24,110.24,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,618,2029,1.27,120.21,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,619,2030,1.3,130.18,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,620,2031,1.36,137.9,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,621,2032,1.42,147.31,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,622,2033,1.48,156.72,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,623,2034,1.54,166.13,1
39,39.0,RE2,CF2,TL1,CQ4,CAP1,COP1,RE2_CF2_TL1_CQ4_CAP1_COP1,H,REPO_plus,BAU,0.3,624,2035,1.6,175.53,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,625,2020,1.0,42.85,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,626,2021,1.03,42.85,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,627,2022,1.06,45.61,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,628,2023,1.09,62.79,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,629,2024,1.12,70.36,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,630,2025,1.15,80.33,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,631,2026,1.18,90.3,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,632,2027,1.21,100.27,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,633,2028,1.24,110.24,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,634,2029,1.27,120.21,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,635,2030,1.3,130.18,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,636,2031,1.36,137.9,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,637,2032,1.42,147.31,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,638,2033,1.48,156.72,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,639,2034,1.54,166.13,1
40,40.0,RE2,CF1,TL1,CQ6,CAP1,COP2,RE2_CF1_TL1_CQ6_CAP1_COP2,H,电力配额,PD,0.4,640,2035,1.6,175.53,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,641,2020,1.0,42.85,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,642,2021,1.03,42.85,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,643,2022,1.06,45.61,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,644,2023,1.09,127.71,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,645,2024,1.12,209.81,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,646,2025,1.15,291.9,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,647,2026,1.18,374.0,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,648,2027,1.21,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,649,2028,1.24,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,650,2029,1.27,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,651,2030,1.3,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,652,2031,1.36,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,653,2032,1.42,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,654,2033,1.48,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,655,2034,1.54,456.1,1
41,41.0,RE2,CF1,TL1,CQ4,CAP2,COP2,RE2_CF1_TL1_CQ4_CAP2_COP2,H,REPO_plus,PD,0.4,656,2035,1.6,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,657,2020,1.0,42.85,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,658,2021,1.03,42.85,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,659,2022,1.06,45.61,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,660,2023,1.09,127.71,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,661,2024,1.12,209.81,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,662,2025,1.15,291.9,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,663,2026,1.18,374.0,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,664,2027,1.21,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,665,2028,1.24,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,666,2029,1.27,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,667,2030,1.3,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,668,2031,1.36,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,669,2032,1.42,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,670,2033,1.48,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,671,2034,1.54,456.1,1
42,42.0,RE2,CF2,TL1,CQ2,CAP2,COP2,RE2_CF2_TL1_CQ2_CAP2_COP2,H,基准不变,PD,0.3,672,2035,1.6,456.1,1
43,43.0,RE2,CF1,TL1,CQ2,CAP2,COP1,RE2_CF1_TL1_CQ2_CAP2_COP1,H,基准不变,BAU,0.4,673,2020,1.0,42.85,1
43,43.0,RE2,CF1,TL1,CQ2,CAP2,COP1,RE2_CF1_TL1_CQ2_CAP2_COP1,H,基准不变,BAU,0.4,674,2021,1.03,42.85,1
43,43.0,RE2,CF1,TL1,CQ2,CAP2,COP1,RE2_CF1_TL1_CQ2_CAP2_COP1,H,基准不变,BAU,0.4,675,2022,1.06,45.61,1
43,43.0,RE2,CF1,TL1,CQ2,CAP2,COP1,RE2_CF1_TL1_CQ2_CAP2_COP1,H,基准不变,BAU,0.4,676,2023,1.09,127.71,1
